CHAVE,COD_AFIRMACAO,AFIRMACAO,ARQUETIPO,QTD_ESTRELAS,VALOR_ESCALA,PESO,PONTOS_OBTIDOS,PONTOS_MAXIMOS,PERCETUAL
Cuidativo1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,1,6.25,2.0,12.5,100.0,0.125
Consultivo1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,1,12.5,2.0,25.0,50.0,0.5
Imperativo2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,2,3.125,1.5,4.6875,200.0,0.0234375
Cuidativo2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,2,6.25,1.5,9.375,100.0,0.09375
Consultivo2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,2,12.5,1.5,18.75,50.0,0.375
Imperativo3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,3,3.125,1.0,3.125,200.0,0.015625
Cuidativo3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,3,6.25,1.0,6.25,100.0,0.0625
Consultivo3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,3,25.0,1.0,25.0,50.0,0.5
Prescritivo3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,3,12.5,1.0,12.5,50.0,0.25
Imperativo4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,4,50.0,1.0,50.0,100.0,0.5
Consultivo4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,4,12.5,1.0,12.5,50.0,0.25
Prescritivo4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,4,25.0,1.0,25.0,50.0,0.5
Imperativo5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,5,50.0,1.5,75.0,100.0,0.75
Consultivo5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,5,25.0,1.5,37.5,50.0,0.75
Imperativo6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Cuidativo,6,50.0,2.0,100.0,100.0,1.0
Consultivo6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q28,Q28,28. Meu líder considera a percepção dos integrantes da sua equipe sobre se as diretrizes da empresa os engajam.,Formador,6,25.0,2.0,50.0,50.0,1.0
Imperativo1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,1,6.25,2.0,12.5,12.5,1.0
Resoluto1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,1,50.0,2.0,100.0,200.0,0.5
Cuidativo1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,1,12.5,2.0,25.0,50.0,0.5
Consultivo1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,1,3.125,2.0,6.25,25.0,0.25
Prescritivo1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,1,100.0,2.0,200.0,200.0,1.0
Formador1Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,1,25.0,2.0,50.0,50.0,1.0
Imperativo2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,2,6.25,1.5,9.375,12.5,0.75
Resoluto2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,2,50.0,1.5,75.0,200.0,0.375
Cuidativo2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,2,12.5,1.5,18.75,50.0,0.375
Consultivo2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,2,3.125,1.5,4.6875,25.0,0.1875
Prescritivo2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,2,100.0,1.5,150.0,200.0,0.75
Formador2Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,2,25.0,1.5,37.5,50.0,0.75
Imperativo3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,3,6.25,1.0,6.25,12.5,0.5
Resoluto3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,3,50.0,1.0,50.0,200.0,0.25
Cuidativo3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,3,12.5,1.0,12.5,50.0,0.25
Consultivo3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,3,3.125,1.0,3.125,25.0,0.125
Prescritivo3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,3,100.0,1.0,100.0,200.0,0.5
Formador3Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,3,25.0,1.0,25.0,50.0,0.5
Imperativo4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,4,3.125,1.0,3.125,12.5,0.25
Resoluto4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,4,25.0,1.0,25.0,50.0,0.5
Consultivo4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,4,12.5,1.0,12.5,25.0,0.5
Prescritivo4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,4,50.0,1.0,50.0,200.0,0.25
Formador4Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,4,6.25,1.0,6.25,50.0,0.125
Imperativo5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,5,3.125,1.5,4.6875,12.5,0.375
Resoluto5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,5,12.5,1.5,18.75,25.0,0.75
Prescritivo5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,5,50.0,1.5,75.0,200.0,0.375
Formador5Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,5,6.25,1.5,9.375,50.0,0.1875
Imperativo6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Imperativo,6,3.125,2.0,6.25,12.5,0.5
Resoluto6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Consultivo,6,12.5,2.0,25.0,25.0,1.0
Prescritivo6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Prescritivo,6,50.0,2.0,100.0,200.0,0.5
Formador6Q29,Q29,29. Meu lider é tão ou mais aplicado que os integrantes da sua equipe.,Formador,6,6.25,2.0,12.5,50.0,0.25
Imperativo1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,1,3.125,2.0,6.25,200.0,0.03125
Cuidativo1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,1,12.5,2.0,25.0,50.0,0.5
Consultivo1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,1,25.0,2.0,50.0,50.0,1.0
Prescritivo1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,1,50.0,2.0,100.0,100.0,1.0
Formador1Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,1,6.25,2.0,12.5,100.0,0.125
Imperativo2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,2,3.125,1.5,4.6875,200.0,0.0234375
Cuidativo2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,2,12.5,1.5,18.75,50.0,0.375
Consultivo2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,2,25.0,1.5,37.5,50.0,0.75
Prescritivo2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,2,50.0,1.5,75.0,100.0,0.75
Formador2Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,2,6.25,1.5,9.375,100.0,0.09375
Imperativo3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,3,100.0,1.0,100.0,200.0,0.5
Resoluto3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,3,3.125,1.0,3.125,200.0,0.015625
Cuidativo3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,3,12.5,1.0,12.5,50.0,0.25
Consultivo3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,3,25.0,1.0,25.0,50.0,0.5
Prescritivo3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,3,50.0,1.0,50.0,100.0,0.5
Formador3Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,3,6.25,1.0,6.25,100.0,0.0625
Imperativo4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,4,3.125,1.0,3.125,200.0,0.015625
Resoluto4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,4,100.0,1.0,100.0,200.0,0.5
Cuidativo4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,4,25.0,1.0,25.0,50.0,0.5
Consultivo4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,4,12.5,1.0,12.5,50.0,0.25
Prescritivo4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,4,6.25,1.0,6.25,100.0,0.0625
Formador4Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,4,50.0,1.0,50.0,100.0,0.5
Imperativo5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,5,3.125,1.5,4.6875,200.0,0.0234375
Resoluto5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,5,100.0,1.5,150.0,200.0,0.75
Cuidativo5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,5,25.0,1.5,37.5,50.0,0.75
Consultivo5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,5,12.5,1.5,18.75,50.0,0.375
Prescritivo5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,5,6.25,1.5,9.375,100.0,0.09375
Formador5Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,5,50.0,1.5,75.0,100.0,0.75
Imperativo6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Imperativo,6,3.125,2.0,6.25,200.0,0.03125
Resoluto6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Resoluto,6,100.0,2.0,200.0,200.0,1.0
Cuidativo6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Cuidativo,6,25.0,2.0,50.0,50.0,1.0
Consultivo6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Consultivo,6,12.5,2.0,25.0,50.0,0.5
Prescritivo6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Prescritivo,6,6.25,2.0,12.5,100.0,0.125
Formador6Q30,Q30,30. Meu líder sempre alerta de forma construtiva para que os integrantes da sua equipe possam se desenvolver.,Formador,6,50.0,2.0,100.0,100.0,1.0
Imperativo1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Imperativo,1,100.0,2.0,200.0,200.0,1.0
Resoluto1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Resoluto,1,6.25,2.0,12.5,100.0,0.125
Cuidativo1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Cuidativo,1,3.125,2.0,6.25,200.0,0.03125
Consultivo1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Consultivo,1,50.0,2.0,100.0,100.0,1.0
Prescritivo1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Prescritivo,1,25.0,2.0,50.0,50.0,1.0
Formador1Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Formador,1,12.5,2.0,25.0,25.0,1.0
Imperativo2Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Imperativo,2,100.0,1.5,150.0,200.0,0.75
Resoluto2Q31,Q31,31. Meu lider sempre que possível desenvolve relação pessoal com os integrantes da sua equipe.,Resoluto,2,6.25,1.5,9.375,100.0,0.09375
